,>35,EdLevel,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed
52533,1,3,1,8,4,32160.0,18,1
29816,0,2,1,23,21,178000.0,2,0
18546,1,2,1,10,6,56788.0,22,1
40456,0,3,1,11,8,36861.0,2,0
23561,1,2,1,9,5,51228.0,27,0
26954,1,1,1,3,3,13188.0,23,1
3719,0,1,1,33,18,67453.0,7,0
64104,0,3,1,25,23,93701.0,17,1
20329,1,2,1,4,1,25812.0,12,0
44701,1,3,1,8,3,3864.0,5,0
20947,1,2,1,4,2,23352.0,21,1
53454,1,1,1,10,1,43512.0,38,1
66877,1,2,0,10,6,71451.0,15,0
43062,0,2,1,20,17,65820.0,6,0
38111,0,2,1,17,13,86478.0,28,1
26823,0,3,1,25,12,91883.0,15,0
35299,1,2,1,9,5,58913.0,9,0
27453,0,3,1,20,13,72426.0,13,1
64430,1,3,1,18,4,76783.0,6,0
25212,1,2,1,7,2,19452.0,15,1
64935,0,3,1,15,10,69318.0,12,1
61418,0,2,1,24,22,116000.0,13,1
8603,0,2,1,24,21,69637.0,13,1
46384,1,2,1,5,4,19241.0,15,0
37250,1,1,1,25,11,90804.0,22,1
34672,0,4,0,40,20,64630.0,5,0
6164,1,3,1,15,8,87559.0,16,0
38929,1,3,1,6,3,85000.0,25,1
51487,0,1,1,21,21,190000.0,12,0
69076,0,3,1,25,20,106212.0,16,1
25786,1,0,1,11,0,33104.0,5,0
26608,0,3,1,15,11,22644.0,7,0
51423,0,2,1,33,32,120000.0,11,1
49445,0,2,1,20,11,56988.0,17,0
4794,1,2,1,7,3,60354.0,14,1
61406,0,1,1,20,16,132743.0,43,1
50284,1,2,1,6,4,43500.0,13,1
25687,1,2,1,7,1,8376.0,9,0
59465,1,2,1,14,10,115800.0,19,1
53776,1,2,1,9,4,40956.0,20,1
18630,1,2,1,5,2,4740.0,19,1
5602,1,2,0,7,3,19512.0,16,0
39201,0,3,1,12,9,43776.0,10,0
12028,1,2,1,12,10,56211.0,14,0
47141,1,1,1,10,4,65000.0,16,0
7061,1,2,1,9,4,40836.0,12,1
66621,1,2,1,9,4,61944.0,15,1
16099,0,1,1,39,25,93390.0,9,1
64754,0,2,1,28,23,150000.0,26,1
23130,1,2,1,7,4,87500.0,12,1
39002,1,3,1,8,2,38778.0,17,1
8744,1,0,1,12,10,80000.0,10,0
5870,1,2,1,3,3,150000.0,11,1
55127,1,2,1,5,4,27729.0,5,0
41499,1,2,1,9,7,140000.0,10,0
41581,0,3,1,25,16,185000.0,11,0
24228,1,0,1,16,10,75000.0,28,1
34695,1,2,0,5,1,82000.0,13,1
65239,0,4,1,8,4,113761.0,8,0
21712,1,1,1,11,6,24000.0,19,1
69889,0,2,1,11,7,200000.0,21,1
21923,0,2,1,24,17,74588.0,14,0
42907,1,2,1,3,1,5804.0,6,0
25746,1,3,1,6,5,77556.0,18,1
48850,1,2,1,11,5,17131.0,14,1
56060,0,3,1,37,23,45192.0,21,1
68721,0,2,1,20,18,19944.0,17,1
29286,1,3,1,14,9,11169.0,10,0
65105,1,3,1,10,6,3451.0,8,0
33700,0,2,1,35,20,51960.0,12,0
24420,0,3,1,23,13,35856.0,10,0
61573,0,2,1,15,10,106644.0,10,0
49207,1,2,1,14,10,47425.0,19,1
60991,1,2,1,12,9,160000.0,10,1
45098,1,0,1,10,2,47743.0,9,0
61409,0,2,1,26,22,169613.0,7,0
51000,1,2,1,11,3,110000.0,6,0
12894,1,3,1,7,1,25627.0,10,1
8290,0,2,1,8,6,106200.0,22,1
20179,1,3,1,10,5,67021.0,18,1
5097,0,1,1,12,9,174000.0,25,1
25430,1,3,1,10,6,9432.0,7,0
53191,1,2,1,5,1,6012.0,27,1
42964,0,3,1,41,41,180000.0,12,1
39802,1,1,1,18,10,58368.0,15,0
56548,0,1,1,27,22,52728.0,11,1
50197,1,2,1,7,2,42228.0,9,0
34758,0,2,1,25,22,110000.0,4,0
21938,0,2,1,15,8,588.0,11,1
16346,1,3,1,13,6,80059.0,6,0
62881,0,3,1,21,15,44796.0,30,1
38011,0,2,1,33,25,94359.0,3,0
56158,0,2,1,8,5,31992.0,10,0
66007,1,3,1,4,3,33300.0,18,1
26370,1,3,1,12,8,96874.0,21,1
65613,0,3,1,13,10,112000.0,10,0
26306,0,2,1,22,18,91056.0,7,1
32529,1,2,1,7,1,2076.0,10,1
35884,1,2,1,14,4,117626.0,6,0
67090,1,2,0,6,0,34908.0,15,1
64394,0,4,1,31,21,150000.0,6,0
3154,0,2,0,35,25,104208.0,13,0
2698,0,3,0,21,16,79896.0,12,1
30416,1,3,0,4,3,19872.0,8,0
19821,1,2,1,10,7,9773.0,20,1
54519,1,2,1,7,4,33852.0,30,1
32192,0,3,1,23,16,72601.0,11,1
64559,1,2,0,6,6,117126.0,3,0
52158,1,1,1,4,0,14496.0,11,1
33623,0,2,1,36,11,45000.0,11,1
51425,1,3,1,9,5,175000.0,15,1
1265,0,3,1,40,40,68507.0,2,0
39955,0,2,1,20,15,75631.0,21,1
56780,1,1,1,11,7,62352.0,5,0
18307,1,2,1,8,4,22700.0,10,0
38344,0,3,1,17,16,41232.0,25,1
